,Condition,Total_DAPI_Intensity,Mean_PCNA_Intensity,Mean_γH2AX_intensity
314,-DarT,7382564,71.6972253052164,14.345615982242
315,-DarT,3271335,83.5549613784908,32.4592988710636
316,-DarT,7035038,240.11928004881,19.5353874313606
317,-DarT,5253348,460.041043344841,34.2336018411968
318,-DarT,4358051,405.561802232855,26.756379585327
319,-DarT,6181087,697.187247780468,48.0694108151735
320,-DarT,3323033,85.7503966155473,71.7932310946589
321,-DarT,4794417,433.368367691788,23.0081108482595
322,-DarT,7005839,85.7639031047424,22.2770385533947
323,-DarT,3857937,508.130030959752,19.7256191950464
324,-DarT,7263851,80.1973399319518,81.1054747912156
325,-DarT,4567956,458.806289881495,33.3509571558797
326,-DarT,4156624,369.42275810098,23.4792765636775
327,-DarT,4690830,493.785096153846,76.4908653846154
328,-DarT,4560748,454.743760399334,28.3494176372712
329,-DarT,4704595,514.758605274922,50.136790344211
330,-DarT,3561664,91.3644295302014,21.8402684563758
331,-DarT,4028249,339.940599173554,54.400826446281
332,-DarT,3355780,96.9796978281397,85.6038715769594
333,-DarT,3416137,92.7223300970874,80.6485436893204
334,-DarT,3586021,108.76171352075,83.2871485943775
335,-DarT,4455820,534.910200097609,54.5012201073695
336,-DarT,7220133,88.0019005384859,29.9623059866962
337,-DarT,5050954,481.326573722011,53.3447401774398
338,-DarT,4424875,347.364009860312,35.1967953985209
339,-DarT,5277736,552.728813559322,31.6697205680256
340,-DarT,5552784,425.607155764366,34.6154680159017
341,-DarT,4201706,340.776029615919,36.7889865802869
342,-DarT,3621510,88.5888888888888,17.629012345679
343,-DarT,5483081,523.14433880726,40.3967156439066
344,-DarT,3773087,88.5791208791209,25.693956043956
345,-DarT,3775053,88.8066378066378,24.6974506974507
346,-DarT,3721932,94.9953893442623,17.5399590163935
347,-DarT,3675626,83.0550227158001,16.8748107016658
348,-DarT,7375941,94.683247115002,21.875049741345
349,-DarT,7311402,90.6717987232445,29.0555764175742
350,-DarT,3700046,89.6414887794198,43.6737821565408
351,-DarT,6516250,432.674564975935,46.6286560533136
352,-DarT,6333746,344.529914529915,30.361932938856
353,-DarT,3907941,609.072224699064,78.2385198395007
354,-DarT,5836158,520.432753164557,44.0221518987342
355,-DarT,3163014,70.3373702422145,23.2214532871972
356,-DarT,7070609,86.7754214246874,18.7188689505166
357,-DarT,4308610,561.362338241856,25.5894689870593
358,-DarT,3252264,88.9596678529063,27.0782918149466
359,-DarT,4303023,501.983092783505,24.700618556701
360,-DarT,3845098,415.109274193548,44.9556451612903
361,-DarT,3379301,359.129093497864,25.4560987185572
362,-DarT,3971507,506.044891640867,29.6073271413829
363,-DarT,3246064,78.0375264270613,14.6363636363636
364,-DarT,6568021,554.157342657343,46.7664335664336
365,-DarT,3322213,368.674903100775,17.2456395348837
366,-DarT,3435698,243.207841284837,19.2073689182806
367,-DarT,3636655,382.523457862728,34.4422241529105
368,-DarT,6798637,492.638220757825,34.739373970346
369,-DarT,3702223,480.268532918611,22.8237428719544
370,-DarT,3750741,403.292233435717,26.4787187362878
371,-DarT,5704206,581.646106736658,86.8713910761155
372,-DarT,3152985,81.2122807017544,17.2111111111111
373,-DarT,3398987,83.5547493403694,24.7447229551451
374,-DarT,3312238,93.6160972785177,15.4713375796178
375,-DarT,3668956,604.867095391211,23.6570203644159
376,-DarT,3419012,84.4077434966728,17.0496067755596
377,-DarT,5937985,515.233676975945,35.3006872852234
378,-DarT,6887028,435.444411326378,24.6143070044709
379,-DarT,6934131,110.651052475541,90.7044174325526
380,-DarT,3531355,92.4124820659971,17.857962697274
381,-DarT,6750272,442.42447629548,49.2576258728409
382,-DarT,7104060,92.573706377858,20.0039109506619
383,-DarT,3506640,94.3174224343676,20.1050119331742
384,-DarT,7125389,622.01244813278,35.8122406639004
385,-DarT,3552236,90.9274099883856,34.2613240418119
386,-DarT,5710266,739.914027149321,40.1075917546506
387,-DarT,6891713,80.9377387318564,21.1218487394958
388,-DarT,3606026,92.9275629220381,50.0306936771025
389,-DarT,7290196,85.1448919449901,14.8192534381139
390,-DarT,3337640,87.7459302325582,10.1296511627907
391,-DarT,3654929,96.8998609179416,132.663421418637
392,-DarT,6462654,442.681767955801,27.0718232044199
393,-DarT,3787862,95.9017137096774,181.255040322581
394,-DarT,3496703,280.444096133751,44.1650992685476
395,-DarT,3746695,469.298010556232,27.0215184734064
396,-DarT,4030781,570.108322877457,21.611877875366
397,-DarT,4780962,404.940425531915,39.574081237911
398,-DarT,5042887,571.65692821369,30.9899833055092
399,-DarT,3345707,405.231180400891,13.7149220489978
400,-DarT,3135003,314.990389479009,20.0419828022256
401,-DarT,4155861,553.731907146108,30.910332271279
402,-DarT,7935202,1078.84245810056,83.3751396648045
403,-DarT,3208998,411.239949748744,26.3680904522613
404,-DarT,2490381,329.868040089087,25.7160356347439
405,-DarT,4509002,553.5703125,28.968005952381
406,-DarT,3145843,75.3109339407745,27.3445330296128
407,-DarT,6523911,248.10507824976,23.7630150111785
408,-DarT,4667586,600.733955223881,30.325
409,-DarT,4713872,610.439339554918,31.1464465183058
410,-DarT,3362456,284.164777680907,17.2088055797733
411,-DarT,3257527,84.6369015599785,24.5669714900484
412,-DarT,3014736,75.0585911784068,25.8150098749177
413,-DarT,3497340,524.875413450937,25.7315325248071
414,-DarT,3431640,87.4950088079859,291.614797416324
415,-DarT,3205818,75.0974669603524,27.8694933920705
416,-DarT,3716126,83.2398543184183,308.364724245578
417,-DarT,4415374,601.638095238095,24.3097308488613
418,-DarT,3046078,76.3019838354152,16.0124908155768
419,-DarT,6482600,77.6338834624453,23.3122263388346
420,-DarT,4029506,532.729978354978,35.9702380952381
421,-DarT,2860079,82.7695497630332,17.1635071090047
422,-DarT,3978588,441.448434237996,39.0622129436326
423,-DarT,4603596,529.309097830225,47.1960411115341
424,-DarT,6506838,104.487191880135,25.9618173030449
425,-DarT,7996113,336.954099307159,979.380773672056
426,-DarT,3201862,87.6380952380953,31.0504201680672
427,-DarT,3762443,463.168935148119,18.8422738190552
428,-DarT,3821315,661.72330547818,19.7762302692665
429,-DarT,5813233,567.831098339719,111.27809706258
430,-DarT,3837522,450.804414003044,26.0597412480974
431,-DarT,6309463,79.761231884058,21.5047101449275
432,-DarT,4213493,536.477997577715,19.9701251513928
433,-DarT,3979598,515.547098402018,16.4230445752733
434,-DarT,5744705,453.419114912607,37.5027891409446
435,-DarT,3124158,84.3854047890536,23.2434435575827
436,-DarT,3318729,297.197434722858,28.015116811727
437,-DarT,3148715,82.2408284023669,26.0147928994083
438,-DarT,4512386,497.896146788991,27.1280733944954
439,-DarT,3452728,394.886774036115,18.9751098096633
440,-DarT,3235959,89.2277286135693,33.2424778761062
441,-DarT,3229549,84.637168141593,22.0745891276865
442,-DarT,3220793,281.587132509587,12.3404345973583
443,-DarT,3278887,123.792842741935,29.4339717741935
444,-DarT,3568289,280.656134591711,16.5588838736151
445,-DarT,3460343,367.760912698413,25.5257936507936
446,-DarT,5837915,569.648164335664,36.5861013986014
447,-DarT,3738202,736.390969728066,59.3093894304772
448,-DarT,7144416,79.1925400577883,31.1284475965327
449,-DarT,4108360,327.489838241394,30.8054749066777
450,-DarT,6400506,83.9784400760939,500.169520186007
451,-DarT,5781156,694.076767676768,52.4979797979798
452,-DarT,3897164,580.367367880965,66.0882503848127
453,-DarT,3402277,87.9087204563978,23.2705786471068
454,-DarT,3267956,84.1811811811812,27.997997997998
455,-DarT,4172295,437.088457899716,29.3509933774834
456,-DarT,3019036,119.805633802817,1075.80845070423
457,-DarT,6598504,86.3291349022207,32.8458733841564
458,-DarT,4086220,363.041856232939,36.6028207461328
459,-DarT,3289554,265.800102249489,19.8701431492842
460,-DarT,3115646,99.6072902338377,41.4628610729023
461,-DarT,3378029,99.3819402074436,41.9920683343502
462,-DarT,5115125,361.324438659291,21.5678490074845
463,-DarT,3342097,81.7698695136418,11.2542506919731
464,-DarT,3278982,83.8618834080718,20.6744394618834
465,-DarT,4781926,410.162799842705,20.4589068029886
466,-DarT,4847078,511.844630616908,19.0209444021325
467,-DarT,6527913,127.463589335456,27.4297652208516
468,-DarT,2922032,72.1293706293707,22.1657342657343
469,-DarT,3210848,625.447885939036,27.2851524090462
470,-DarT,2906421,84.9348810872027,31.7599093997735
471,-DarT,4159464,473.178645616951,24.5666805151641
472,-DarT,6202701,87.5439495467087,25.9936933385889
473,-DarT,3610937,443.49671977507,39.6715089034677
474,-DarT,6358508,394.004480651731,23.3498981670061
475,-DarT,2896258,78.133950617284,9.18024691358025
476,-DarT,3879411,436.11693171188,47.1043030869972
477,-DarT,3000899,359.209696969697,30.189696969697
478,-DarT,4027594,542.654501216545,40.5523114355231
479,-DarT,4089587,442.574934268186,46.7090271691499
480,-DarT,6472078,86.9710896960712,17.8673091178651
481,-DarT,3420881,355.870616113744,15.6938388625592
482,-DarT,6544478,93.7076493188963,16.8498078938177
483,-DarT,5374632,357.32993384785,23.9724366041896
484,-DarT,3224375,93.4044414535666,68.4461641991925
485,-DarT,3599534,582.713949381989,27.1606827545615
486,-DarT,6245476,642.495169082126,33.5567632850241
487,-DarT,5550090,279.477450980392,27.9797385620915
488,-DarT,3383723,469.224501108647,61.0282705099778
489,-DarT,2719295,115.616078136739,50.7588279489106
490,-DarT,5657609,572.43416856492,41.5348519362187
491,-DarT,6875024,94.8540348101266,32.9545094936709
492,-DarT,3393238,134.254949010198,27.7672465506899
493,-DarT,6722957,302.938867924528,39.0592452830189
494,-DarT,6662741,90.9442300947036,26.7572781480182
495,-DarT,5522079,650.350113122172,58.0661764705882
496,-DarT,4612147,573.177757927646,63.5145154086646
497,-DarT,6959363,78.801735218509,14.2381105398458
498,-DarT,4215843,556.280125899281,34.4806654676259
499,-DarT,3419427,391.420182440137,29.7947548460661
500,-DarT,5228438,544.300721732157,29.9562951082598
501,-DarT,4979405,422.563951034192,29.0730265934994
502,-DarT,6486879,440.960604854755,40.8818145642658
503,-DarT,5750843,363.252626313157,42.5607803901951
504,-DarT,3362859,93.7940797940798,18.958815958816
505,-DarT,3340311,88.9614126880314,22.3263570961413
506,-DarT,4690620,433.195555555556,42.3031111111111
507,-DarT,4431996,531.358868894602,70.2796915167095
508,-DarT,6908178,96.2271798365123,25.1961852861035
509,-DarT,7913580,422.997891407486,23.8882445967317
510,-DarT,5068341,439.571014492754,49.7345755693582
511,-DarT,5370507,421.998329853862,77.3344467640919
512,-DarT,5575301,331.194533191338,35.3489527866525
513,-DarT,2978321,80.1995089011664,21.2510742786986
514,-DarT,3129719,74.4858064516129,21.261935483871
515,-DarT,4157642,954.660030627871,66.4345329249617
516,-DarT,6868236,276.805029392554,42.9888961463096
517,-DarT,3150977,74.897463572585,35.1856449001619
518,-DarT,3453857,285.192270058708,17.543542074364
519,-DarT,3264094,81.7844408427877,51.3803349540789
520,-DarT,3514594,273.557236510338,17.0468986384266
521,-DarT,6890747,106.428213950579,26.690960275258
522,-DarT,6765854,84.2264452251677,25.669434685404
523,-DarT,6662914,83.3723331039229,17.1520991052994
524,-DarT,3775807,311.131376975169,21.8198645598194
525,-DarT,7224150,89.9909962242231,28.7461516119663
526,-DarT,7126431,100.307077625571,78.8934550989346
527,-DarT,3276820,86.1943720687858,26.0599270453361
528,-DarT,3386575,87.058423142371,20.3709585933069
